source_id,date,description,pollutant_ppm,biological,results
SoRu39486224,5/28/22 15:09,"Inorganic contaminants: Copper, Silver",7.79394,0,Contaminated: Chemical
SoBa31443224,5/28/22 15:36,"Inorganic contaminants: Chromium, Arsenic",1.35346,0,Contaminated: Chemical
SoRu37491224,5/28/22 15:41,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu28384224,5/28/22 15:59,"Inorganic contaminants: Zinc, Cadmium",1.13973,0,Contaminated: Chemical
HaSe21298224,5/28/22 16:14,Clean,0.0431878,2.63E-06,Clean
KiRu27049224,5/28/22 16:44,"Inorganic contaminants: Barium, Cadmium, Mercury",4.78262,0,Contaminated: Chemical
SoRu39611224,5/28/22 16:48,"Inorganic contaminants: Selenium, Chromium, Zinc",5.38001,0,Contaminated: Chemical
AkLu02501224,5/28/22 16:54,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu06939224,5/29/22 9:00,Clean,0.0982808,2.89E-05,Clean
HaRu18577224,5/29/22 9:04,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
HaRu19082224,5/29/22 9:20,Clean,0.0824928,3.68E-05,Clean
AkHa00333224,5/29/22 9:30,Clean,0.0456568,9.70E-05,Clean
AkRu07592224,5/29/22 9:50,"Inorganic contaminants: Chromium, Arsenic",2.75599,0,Contaminated: Chemical
KiMr25229224,5/29/22 9:58,Bacteria: E. coli,0,2.9604,Contaminated: Biological
SoRu36196224,5/29/22 10:13,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiRu29869224,5/29/22 10:15,"Inorganic contaminants: Arsenic, Zinc, Chromium",4.70824,0,Contaminated: Chemical
HaRu20650224,5/29/22 11:34,"Inorganic contaminants: Copper, Copper, Selenium",9.16677,0,Contaminated: Chemical
AkRu03242224,5/29/22 12:17,"Inorganic contaminants: Lead, Barium, Silver",9.30457,0,Contaminated: Chemical
AkHa00316224,5/29/22 12:55,"Inorganic contaminants: Mercury, Mercury",9.908,0,Contaminated: Chemical
HaRu17782224,5/29/22 12:59,"Inorganic contaminants: Silver, Arsenic, Selenium",5.97826,0,Contaminated: Chemical
KiZu31149224,5/29/22 13:35,Clean,0.0379707,7.47E-05,Clean
AkRu07347224,5/29/22 14:04,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu25575224,5/29/22 14:12,Clean,0.0767157,8.26E-05,Clean
AkRu05661224,5/29/22 14:15,"Inorganic contaminants: Arsenic, Mercury",1.25118,0,Contaminated: Chemical
AkRu04764224,5/29/22 14:21,"Inorganic contaminants: Arsenic, Lead",9.79033,0,Contaminated: Chemical
AmRu13258224,5/29/22 15:03,Clean,0.0617661,8.90E-05,Clean
HaRu17771224,5/29/22 15:05,Bacteria: E. coli,0,45.6342,Contaminated: Biological
AkRu04468224,5/29/22 15:42,Clean,0.0407907,9.70E-05,Clean
AkRu08416224,5/29/22 15:59,Bacteria: E. coli,0.0406701,27.0805,Contaminated: Biological
AkHa00563224,5/29/22 16:01,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu27596224,5/29/22 16:28,Clean,0.0562522,7.01E-08,Clean
KiRu29071224,5/29/22 16:47,"Inorganic contaminants: Lead, Lead, Copper, Copper",7.5549,0,Contaminated: Chemical
AkRu06490224,5/29/22 16:51,Clean,0.0832343,4.56E-05,Clean
KiRu27868224,5/30/22 9:00,Bacteria: E. coli,0,19.29,Contaminated: Biological
AkRu05779224,5/30/22 9:26,"Inorganic contaminants: Barium, Lead, Copper, Copper",7.47852,0,Contaminated: Chemical
AkRu07404224,5/30/22 9:27,Clean,0.0342704,2.80E-05,Clean
AkLu02293224,5/30/22 9:29,Clean,0.0268361,2.93E-06,Clean
SoMa33889224,5/30/22 10:39,Clean,0.0673357,3.08E-05,Clean
AkHa00610224,5/30/22 10:48,Clean,0.0565617,4.50E-05,Clean
AmAb09066224,5/30/22 11:29,Clean,0.0311487,3.28E-05,Clean
AkRu04712224,5/30/22 11:33,"Inorganic contaminants: Selenium, Mercury, Chromium, Cadmium",1.59572,0,Contaminated: Chemical
KiRu27789224,5/30/22 11:42,Inorganic contaminants: Silver,7.56816,0,Contaminated: Chemical
HaAm16085224,5/30/22 11:49,Clean,0.0401272,2.90E-05,Clean
SoRu38971224,5/30/22 12:05,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu26492224,5/30/22 12:10,Clean,0.0262838,4.66E-05,Clean
HaRu20465224,5/30/22 12:41,Bacteria: E. coli,0,9.54738,Contaminated: Biological
AkRu08262224,5/30/22 12:49,"Inorganic contaminants: Cadmium, Copper, Arsenic, Lead",8.50135,0,Contaminated: Chemical
SoRu37083224,5/30/22 13:28,Inorganic contaminants: Copper,8.50387,0,Contaminated: Chemical
AkRu02945224,5/30/22 13:51,Clean,0.080189,4.62E-05,Clean
KiMr24776224,5/30/22 14:01,"Inorganic contaminants: Arsenic, Cadmium, Chromium",9.19483,0,Contaminated: Chemical
AkRu06859224,5/30/22 14:02,Inorganic contaminants: Arsenic,3.31915,0,Contaminated: Chemical
SoBa31525224,5/30/22 14:04,"Inorganic contaminants: Arsenic, Chromium, Chromium, Silver",3.13491,0,Contaminated: Chemical
AkKi01180224,5/30/22 14:36,"Inorganic contaminants: Zinc, Mercury, Lead",8.66026,0,Contaminated: Chemical
AkLu02146224,5/30/22 14:48,Clean,0.0717349,9.09E-05,Clean
SoIl33021224,5/30/22 14:52,Clean,0.0470131,1.61E-05,Clean
AmRu14305224,5/30/22 15:13,Clean,0.0720034,7.89E-06,Clean
SoRu35554224,5/30/22 15:25,Clean,0.0781732,9.10E-05,Clean
AmDa11599224,5/30/22 15:49,Bacteria: E. coli,0,39.8668,Contaminated: Biological
KiRu30413224,5/30/22 16:05,"Inorganic contaminants: Chromium, Arsenic",3.31857,0,Contaminated: Chemical
SoRu34711224,5/30/22 16:15,Inorganic contaminants: Barium,8.62326,0,Contaminated: Chemical
AkRu03475224,5/30/22 16:23,Bacteria: E. coli,0,20.692,Contaminated: Biological
AkRu06057224,5/30/22 16:47,Clean,0.0758911,3.15E-05,Clean
AkRu03157224,6/2/22 9:18,Clean,0.0348112,8.42E-05,Clean
AkRu04475224,6/2/22 9:32,Clean,0.0203986,2.66E-05,Clean
HaRu19267224,6/2/22 9:57,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu05875224,6/2/22 9:58,Clean,0.0395155,8.06E-05,Clean
AmPw12606224,6/2/22 10:16,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu03383224,6/2/22 10:44,Clean,0.0839935,2.31E-05,Clean
HaRu18885224,6/2/22 10:53,"Inorganic contaminants: Chromium, Chromium",3.75084,0,Contaminated: Chemical
AkLu02239224,6/2/22 11:00,Clean,0.0766651,7.38E-05,Clean
AkLu02362224,6/2/22 11:25,"Inorganic contaminants: Zinc, Cadmium",4.72077,0,Contaminated: Chemical
HaRu20653224,6/2/22 11:30,"Inorganic contaminants: Silver, Arsenic, Silver, Lead",3.53836,0,Contaminated: Chemical
SoIl32295224,6/2/22 11:50,Clean,0.0247375,9.98E-05,Clean
AkRu04801224,6/2/22 12:07,"Inorganic contaminants: Selenium, Silver, Chromium",3.87234,0,Contaminated: Chemical
AkRu07277224,6/2/22 12:48,"Inorganic contaminants: Silver, Lead",4.64545,0,Contaminated: Chemical
HaRu19516224,6/2/22 12:54,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu27021224,6/2/22 13:01,Clean,0.0241891,7.75E-05,Clean
AkRu05890224,6/2/22 13:33,"Inorganic contaminants: Copper, Chromium",7.22393,0,Contaminated: Chemical
HaAm15990224,6/2/22 13:49,Clean,0.0515117,8.80E-05,Clean
SoRu34841224,6/2/22 13:58,Clean,0.0255164,7.47E-06,Clean
AkLu02447224,6/2/22 14:20,Clean,0.0198553,7.34E-05,Clean
KiIs24191224,6/2/22 14:44,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoRu35853224,6/2/22 15:11,Inorganic contaminants: Lead,4.54652,0,Contaminated: Chemical
SoRu39265224,6/2/22 15:56,Clean,0.0846082,4.46E-05,Clean
HaAm15999224,6/2/22 15:58,"Inorganic contaminants: Silver, Silver, Chromium",1.37355,0,Contaminated: Chemical
SoRu37024224,6/2/22 15:59,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkRu08555224,6/2/22 16:07,Clean,0.0494722,2.67E-06,Clean
KiHa23438224,6/2/22 16:39,"Inorganic contaminants: Mercury, Cadmium, Zinc, Mercury",8.80751,0,Contaminated: Chemical
AmRu14168224,6/3/22 9:04,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaZa21892224,6/3/22 9:10,Bacteria: Salmonella,0,267.371,Contaminated: Biological
SoKo33313224,6/3/22 9:20,"Inorganic contaminants: Cadmium, Mercury",8.71082,0,Contaminated: Chemical
SoRu38242224,6/3/22 9:32,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoRu39114224,6/3/22 10:15,Clean,0.0459613,7.96E-05,Clean
KiHa23356224,6/3/22 10:57,"Inorganic contaminants: Zinc, Cadmium, Selenium, Zinc",5.41645,0,Contaminated: Chemical
AkRu07408224,6/3/22 11:21,Clean,0.0213251,9.01E-05,Clean
HaRu19043224,6/3/22 12:51,"Inorganic contaminants: Arsenic, Cadmium, Mercury",7.61279,0,Contaminated: Chemical
AmAs10824224,6/3/22 13:00,"Inorganic contaminants: Lead, Zinc",9.08305,0,Contaminated: Chemical
AkRu05815224,6/3/22 13:19,Clean,0.0645043,1.17E-05,Clean
AkRu07800224,6/3/22 14:20,"Inorganic contaminants: Zinc, Barium, Lead, Zinc",7.23325,0,Contaminated: Chemical
AkRu08511224,6/3/22 14:56,"Inorganic contaminants: Zinc, Cadmium",3.99894,0,Contaminated: Chemical
HaRu20852224,6/3/22 15:04,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaRu20544224,6/3/22 15:22,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoKo33404224,6/3/22 15:32,Bacteria: E. coli,0,33.8597,Contaminated: Biological
SoRu36644224,6/3/22 15:52,"Inorganic contaminants: Zinc, Silver",8.51715,0,Contaminated: Chemical
AkRu08175224,6/3/22 15:54,"Inorganic contaminants: Arsenic, Cadmium",5.44202,0,Contaminated: Chemical
SoIl33002224,6/3/22 16:35,Clean,0.0828791,8.83E-05,Clean
AmAm09354224,6/3/22 16:44,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiMr24743224,6/3/22 16:44,"Inorganic contaminants: Barium, Selenium, Copper",4.39135,0,Contaminated: Chemical
AkKi01402224,6/3/22 16:50,Clean,0.0558894,6.45E-06,Clean
SoRu37539224,6/4/22 9:03,Inorganic contaminants: Zinc,6.52448,0,Contaminated: Chemical
AkRu05099224,6/4/22 9:18,Clean,0.0429807,6.72E-05,Clean
KiMr24641224,6/4/22 9:19,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
KiIs23851224,6/4/22 9:23,"Inorganic contaminants: Copper, Silver",5.33752,0,Contaminated: Chemical
KiRu25730224,6/4/22 10:36,Virus: Enteroviruses,0,262.668,Contaminated: Biological
HaRu18854224,6/4/22 10:49,"Inorganic contaminants: Silver, Arsenic, Copper, Lead",1.42345,0,Contaminated: Chemical
HaRu17411224,6/4/22 10:55,"Inorganic contaminants: Mercury, Arsenic, Mercury",6.31874,0,Contaminated: Chemical
KiRu26857224,6/4/22 11:15,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaYa21354224,6/4/22 11:20,Inorganic contaminants: Zinc,8.11711,0,Contaminated: Chemical
KiRu28438224,6/4/22 11:30,Clean,0.0801214,1.69E-05,Clean
KiHa22712224,6/4/22 11:38,Clean,0.0377941,8.26E-05,Clean
HaRu20134224,6/4/22 12:04,"Inorganic contaminants: Arsenic, Mercury, Barium, Selenium",7.08197,0,Contaminated: Chemical
HaRu19017224,6/4/22 12:12,Inorganic contaminants: Barium,6.10279,0,Contaminated: Chemical
KiRu27137224,6/4/22 12:39,Bacteria: E. coli,0,7.22241,Contaminated: Biological
AmRu14130224,6/4/22 12:55,"Inorganic contaminants: Mercury, Barium",2.1789,0,Contaminated: Chemical
KiRu26847224,6/4/22 13:04,"Inorganic contaminants: Zinc, Selenium",1.29125,0,Contaminated: Chemical
AkLu02322224,6/4/22 13:28,Clean,0.0275864,6.24E-05,Clean
KiRu30108224,6/4/22 13:30,"Inorganic contaminants: Mercury, Barium, Arsenic",1.1958,0,Contaminated: Chemical
KiRu26212224,6/4/22 14:29,Bacteria: E. coli,0,34.5329,Contaminated: Biological
SoMa33826224,6/4/22 14:48,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu26108224,6/4/22 15:00,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
SoMa34171224,6/4/22 15:07,"Inorganic contaminants: Chromium, Lead, Zinc, Barium",4.65332,0,Contaminated: Chemical
SoRu35973224,6/4/22 15:19,"Inorganic contaminants: Arsenic, Barium, Cadmium",7.64105,0,Contaminated: Chemical
AkRu02879224,6/4/22 15:42,Clean,0.0407544,6.43E-05,Clean
SoRu35941224,6/4/22 16:03,Clean,0.0908023,3.41E-05,Clean
AkHa00205224,6/4/22 16:19,"Inorganic contaminants: Mercury, Zinc, Selenium, Chromium",2.42591,0,Contaminated: Chemical
KiRu26577224,6/4/22 16:33,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu27884224,6/4/22 16:40,Bacteria: E. coli,0,0.997404,Contaminated: Biological
AkHa00718224,6/4/22 16:45,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaRu17285224,6/5/22 9:39,"Inorganic contaminants: Chromium, Barium, Copper",2.53578,0,Contaminated: Chemical
AkRu07340224,6/5/22 9:40,Clean,0.0327944,7.76E-05,Clean
HaSe21083224,6/5/22 9:51,Clean,0.0544345,8.56E-05,Clean
KiRu25913224,6/5/22 10:00,"Inorganic contaminants: Cadmium, Selenium, Silver, Cadmium",5.7047,0,Contaminated: Chemical
AkRu03425224,6/5/22 10:16,Clean,0.0744078,9.51E-05,Clean
HaDj16699224,6/5/22 10:23,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu25503224,6/5/22 10:26,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AmRu13935224,6/5/22 10:50,Clean,0.0199378,1.89E-05,Clean
KiAm22177224,6/5/22 11:12,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AmAm09512224,6/5/22 11:30,"Inorganic contaminants: Arsenic, Chromium",3.34502,0,Contaminated: Chemical
SoKo33280224,6/5/22 11:33,Clean,0.085656,9.05E-06,Clean
AkRu07979224,6/5/22 11:47,Clean,0.0367339,8.87E-05,Clean
KiRu26519224,6/5/22 11:50,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaSe20979224,6/5/22 12:12,Clean,0.052831,1.61E-05,Clean
KiMr25027224,6/5/22 12:12,Clean,0.0244435,1.45E-05,Clean
HaRu17876224,6/5/22 12:25,"Inorganic contaminants: Copper, Copper, Barium",1.15612,0,Contaminated: Chemical
KiRu26989224,6/5/22 12:31,"Inorganic contaminants: Arsenic, Zinc",8.8448,0,Contaminated: Chemical
HaYa21368224,6/5/22 12:39,"Inorganic contaminants: Barium, Copper, Mercury, Zinc",5.41949,0,Contaminated: Chemical
KiRu25623224,6/5/22 13:34,"Inorganic contaminants: Barium, Arsenic",5.32268,0,Contaminated: Chemical
KiRu28701224,6/5/22 13:54,Bacteria: E. coli,0,1.38824,Contaminated: Biological
AkRu06949224,6/5/22 14:06,Inorganic contaminants: Copper,9.44768,0,Contaminated: Chemical
AkHa00056224,6/5/22 14:13,"Inorganic contaminants: Copper, Chromium, Cadmium, Cadmium",5.3843,0,Contaminated: Chemical
AkRu04882224,6/5/22 14:28,Clean,0.0921717,2.43E-05,Clean
AkKi01226224,6/5/22 14:54,Inorganic contaminants: Barium,6.56299,0,Contaminated: Chemical
AkRu07820224,6/5/22 15:06,Clean,0.0277607,7.78E-05,Clean
AmRu14375224,6/5/22 15:48,Inorganic contaminants: Lead,5.83392,0,Contaminated: Chemical
AkRu03015224,6/5/22 16:11,Clean,0.0483215,1.62E-05,Clean
AkRu05609224,6/6/22 9:03,"Inorganic contaminants: Lead, Selenium, Selenium",1.65888,0,Contaminated: Chemical
KiMr25212224,6/6/22 9:22,Clean,0.017312,4.75E-05,Clean
HaDj16685224,6/6/22 9:29,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkLu01908224,6/6/22 9:35,Clean,0.0563217,8.88E-05,Clean
AkRu07313224,6/6/22 10:11,"Inorganic contaminants: Copper, Copper, Barium, Copper",3.35087,0,Contaminated: Chemical
HaDe16394224,6/6/22 11:06,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AmAm09865224,6/6/22 11:28,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiIs23705224,6/6/22 12:02,Bacteria: E. coli,0,3.949,Contaminated: Biological
SoIl32349224,6/6/22 12:12,"Inorganic contaminants: Lead, Zinc, Copper",6.58031,0,Contaminated: Chemical
SoRu36656224,6/6/22 12:43,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu26778224,6/6/22 13:12,Clean,0.0810972,1.81E-06,Clean
KiRu28246224,6/6/22 14:13,Inorganic contaminants: Zinc,8.22776,0,Contaminated: Chemical
AkRu05391224,6/6/22 14:19,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaRu18085224,6/6/22 14:27,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu18459224,6/9/22 9:29,Bacteria: E. coli,0,15.5803,Contaminated: Biological
AkRu08860224,6/9/22 9:39,Inorganic contaminants: Selenium,5.15094,0,Contaminated: Chemical
SoMa33965224,6/9/22 9:41,Clean,0.0924054,4.25E-05,Clean
KiMr24893224,6/9/22 9:57,"Inorganic contaminants: Chromium, Copper, Cadmium, Cadmium",1.75445,0,Contaminated: Chemical
KiRu28835224,6/9/22 10:02,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu30635224,6/9/22 10:32,Clean,0.0229454,7.17E-06,Clean
AkRu08506224,6/9/22 10:32,"Inorganic contaminants: Lead, Selenium",5.98519,0,Contaminated: Chemical
HaRu20444224,6/9/22 10:44,Bacteria: E. coli,0,16.0545,Contaminated: Biological
AkRu06141224,6/9/22 10:49,"Inorganic contaminants: Silver, Barium, Silver",4.2646,0,Contaminated: Chemical
HaRu18586224,6/9/22 10:50,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoRu38033224,6/9/22 11:21,Inorganic contaminants: Zinc,8.64637,0,Contaminated: Chemical
AkLu02125224,6/9/22 11:31,Clean,0.013936,8.27E-06,Clean
HaRu18185224,6/9/22 11:56,"Inorganic contaminants: Copper, Barium",3.58313,0,Contaminated: Chemical
AkLu02445224,6/9/22 12:05,Inorganic contaminants: Zinc,5.97226,0,Contaminated: Chemical
SoRu37385224,6/9/22 12:18,Bacteria: E. coli,0,33.5315,Contaminated: Biological
KiRu25279224,6/9/22 12:33,Inorganic contaminants: Arsenic,2.90157,0,Contaminated: Chemical
KiAm22585224,6/9/22 12:34,Clean,0.0629101,1.99E-05,Clean
AkHa00032224,6/9/22 13:49,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
SoBa31793224,6/9/22 13:55,Clean,0.0866262,7.45E-05,Clean
HaRu17125224,6/9/22 14:11,"Inorganic contaminants: Zinc, Zinc",8.77488,0,Contaminated: Chemical
SoBa31852224,6/9/22 14:56,Inorganic contaminants: Lead,2.32686,0,Contaminated: Chemical
SoRu36637224,6/9/22 15:03,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkLu01952224,6/9/22 15:13,"Inorganic contaminants: Arsenic, Arsenic",7.3825,0,Contaminated: Chemical
KiRu27818224,6/9/22 16:48,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiRu25620224,6/10/22 9:06,Bacteria: E. coli,0,19.4939,Contaminated: Biological
SoRu37864224,6/10/22 9:13,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AmAs10667224,6/10/22 9:23,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiAm21972224,6/10/22 9:54,"Inorganic contaminants: Arsenic, Lead, Cadmium, Copper",5.4133,0,Contaminated: Chemical
SoRu35329224,6/10/22 10:30,Clean,0.0169777,1.29E-05,Clean
HaRu17388224,6/10/22 10:33,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu19327224,6/10/22 11:04,"Inorganic contaminants: Zinc, Lead, Silver",6.29574,0,Contaminated: Chemical
KiAm22061224,6/10/22 11:12,Clean,0.0550006,4.11E-05,Clean
AmRu12983224,6/10/22 12:15,Clean,0.0485991,6.67E-05,Clean
AmRu13425224,6/10/22 12:36,"Inorganic contaminants: Arsenic, Zinc, Copper",8.32362,0,Contaminated: Chemical
SoRu34799224,6/10/22 13:03,Inorganic contaminants: Lead,9.67119,0,Contaminated: Chemical
AkRu05619224,6/10/22 13:23,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiHa22885224,6/10/22 13:39,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu19924224,6/10/22 13:55,"Inorganic contaminants: Selenium, Barium, Selenium",1.91097,0,Contaminated: Chemical
KiRu30446224,6/10/22 14:11,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaZa21855224,6/10/22 15:13,Inorganic contaminants: Silver,6.81709,0,Contaminated: Chemical
AkRu04805224,6/10/22 15:48,Clean,0.0241947,1.01E-05,Clean
AkRu04548224,6/10/22 15:48,"Inorganic contaminants: Silver, Cadmium",9.68878,0,Contaminated: Chemical
KiIs23480224,6/10/22 16:05,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiMr24998224,6/10/22 16:07,Inorganic contaminants: Barium,9.17033,0,Contaminated: Chemical
SoCh32255224,6/10/22 16:14,Inorganic contaminants: Cadmium,5.59867,0,Contaminated: Chemical
AkLu01795224,6/10/22 16:25,Clean,0.0647676,5.05E-05,Clean
AmRu14214224,6/10/22 16:34,Clean,0.0631842,2.22E-05,Clean
AmRu15068224,6/11/22 9:02,Clean,0.0663867,5.93E-05,Clean
HaDe16354224,6/11/22 9:33,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu07325224,6/11/22 9:52,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoIl32545224,6/11/22 9:53,"Inorganic contaminants: Mercury, Zinc",6.34632,0,Contaminated: Chemical
AkRu05434224,6/11/22 10:18,Clean,0.0641836,3.01E-05,Clean
SoRu38214224,6/11/22 10:19,Inorganic contaminants: Barium,3.11819,0,Contaminated: Chemical
AkRu07236224,6/11/22 10:39,Clean,0.0624565,7.24E-05,Clean
AmDa12074224,6/11/22 10:58,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu18585224,6/11/22 11:07,Inorganic contaminants: Silver,9.41243,0,Contaminated: Chemical
AkRu04589224,6/11/22 11:20,Clean,0.0685652,7.20E-05,Clean
SoRu37888224,6/11/22 11:38,Clean,0.0566294,4.27E-05,Clean
KiRu27480224,6/11/22 11:44,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu06704224,6/11/22 12:41,Clean,0.0663293,9.75E-05,Clean
AkRu05586224,6/11/22 13:02,Clean,0.0697059,5.93E-05,Clean
SoRu38565224,6/11/22 13:20,"Inorganic contaminants: Silver, Silver, Chromium, Arsenic",5.76397,0,Contaminated: Chemical
AkRu06179224,6/11/22 13:33,Clean,0.0523525,3.91E-06,Clean
KiMr24618224,6/11/22 13:36,Clean,0.0795784,4.17E-05,Clean
SoRu36623224,6/11/22 13:45,Clean,0.0224217,9.70E-05,Clean
AkRu05338224,6/11/22 14:09,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
KiHa23274224,6/11/22 14:25,Bacteria: E. coli,0,46.875,Contaminated: Biological
AkRu06169224,6/11/22 14:32,Bacteria: E. coli,0.0400722,18.0006,Contaminated: Biological
AkRu04989224,6/11/22 14:44,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiAm21944224,6/11/22 15:09,"Inorganic contaminants: Arsenic, Silver, Copper, Arsenic",8.81462,0,Contaminated: Chemical
AmAm09498224,6/11/22 15:47,Clean,0.0981735,7.22E-06,Clean
HaSe21228224,6/11/22 16:23,Clean,0.0566635,5.72E-05,Clean
KiRu27370224,6/11/22 16:25,Bacteria: E. coli,0,25.8933,Contaminated: Biological
SoBa31470224,6/11/22 16:47,"Inorganic contaminants: Selenium, Mercury, Chromium",4.35285,0,Contaminated: Chemical
AkRu07028224,6/12/22 9:00,"Inorganic contaminants: Selenium, Lead, Zinc, Chromium",6.85162,0,Contaminated: Chemical
KiRu29699224,6/12/22 9:02,"Inorganic contaminants: Zinc, Silver, Mercury, Mercury",6.19065,0,Contaminated: Chemical
KiMr24994224,6/12/22 9:12,Bacteria: E. coli,0,38.8414,Contaminated: Biological
AkRu08445224,6/12/22 9:17,Inorganic contaminants: Copper,1.15492,0,Contaminated: Chemical
HaDj16736224,6/12/22 9:43,"Inorganic contaminants: Zinc, Arsenic, Selenium, Arsenic",5.50907,0,Contaminated: Chemical
HaYa21613224,6/12/22 9:46,"Inorganic contaminants: Barium, Copper, Zinc, Chromium",8.54661,0,Contaminated: Chemical
KiHa23358224,6/12/22 9:49,"Inorganic contaminants: Copper, Chromium",8.71996,0,Contaminated: Chemical
KiRu28682224,6/12/22 10:04,Clean,0.0249053,6.45E-05,Clean
HaRu17252224,6/12/22 10:09,Bacteria: E. coli,0,16.5274,Contaminated: Biological
AkRu06336224,6/12/22 10:12,"Inorganic contaminants: Zinc, Chromium, Selenium, Silver",6.07958,0,Contaminated: Chemical
SoMa34198224,6/12/22 10:19,Bacteria: E. coli,0,16.1125,Contaminated: Biological
SoRu39416224,6/12/22 10:30,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoRu38361224,6/12/22 10:30,Clean,0.0498637,5.07E-05,Clean
AkRu03978224,6/12/22 10:39,"Inorganic contaminants: Arsenic, Selenium, Zinc",6.21436,0,Contaminated: Chemical
SoMa34107224,6/12/22 10:58,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiRu27694224,6/12/22 11:31,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AmPw12571224,6/12/22 11:56,Clean,0.0447627,6.00E-05,Clean
AkRu05848224,6/12/22 12:07,Clean,0.0296481,4.81E-05,Clean
KiRu25774224,6/12/22 12:25,Clean,0.0569131,6.02E-05,Clean
AkRu08316224,6/12/22 12:40,Clean,0.0481669,5.69E-05,Clean
HaRu18176224,6/12/22 13:15,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu19827224,6/12/22 13:17,"Inorganic contaminants: Copper, Arsenic, Zinc",9.60051,0,Contaminated: Chemical
SoRu34745224,6/12/22 13:35,"Inorganic contaminants: Zinc, Silver, Selenium, Silver",2.69297,0,Contaminated: Chemical
HaDe16501224,6/12/22 13:39,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoIl32637224,6/12/22 14:10,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu07687224,6/12/22 14:37,Clean,0.0673471,3.91E-06,Clean
AkRu03464224,6/12/22 14:57,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaZa21906224,6/12/22 16:59,Inorganic contaminants: Copper,1.34253,0,Contaminated: Chemical
HaRu19396224,6/13/22 9:10,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AmRu13268224,6/13/22 9:12,"Inorganic contaminants: Copper, Selenium, Mercury",3.12275,0,Contaminated: Chemical
KiZu31243224,6/13/22 9:23,Clean,0.0723168,4.88E-05,Clean
AkRu07447224,6/13/22 9:27,Clean,0.0617086,3.24E-05,Clean
